id,subject,level,unit,video_title,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
CHEM_NSIV_ReactionRates&Catalysts_Q01_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119435
CHEM_NSIV_ReactionRates&Catalysts_Q04_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119451
CHEM_NSIV_ReactionRates&Catalysts_Q04_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119463
CHEM_NSIV_ReactionRates&Catalysts_Q04_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119474
CHEM_NSIV_ReactionRates&Catalysts_Q07_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119489
CHEM_NSIV_ReactionRates&Catalysts_Q07_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119501
CHEM_NSIV_ReactionRates&Catalysts_Q07_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119513
CHEM_NSIV_ReactionRates&Catalysts_Q10_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119528
CHEM_NSIV_ReactionRates&Catalysts_Q10_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119539
CHEM_NSIV_ReactionRates&Catalysts_Q10_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119550
CHEM_NSIV_ReactionRates&Catalysts_Q13_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,medium,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119565
CHEM_NSIV_ReactionRates&Catalysts_Q13_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,medium,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119577
CHEM_NSIV_ReactionRates&Catalysts_Q13_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,medium,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119589
CHEM_NSIV_ReactionRates&Catalysts_Q16_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,medium,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119605
CHEM_NSIV_ReactionRates&Catalysts_Q16_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,medium,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119616
CHEM_NSIV_ReactionRates&Catalysts_Q16_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,medium,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119627
CHEM_NSIV_ReactionRates&Catalysts_Q19_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,medium,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119642
CHEM_NSIV_ReactionRates&Catalysts_Q19_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,medium,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119654
CHEM_NSIV_ReactionRates&Catalysts_Q19_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,medium,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119665
CHEM_NSIV_ReactionRates&Catalysts_Q22_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119680
CHEM_NSIV_ReactionRates&Catalysts_Q22_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,hard,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119694
CHEM_NSIV_ReactionRates&Catalysts_Q22_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,hard,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119704
CHEM_NSIV_ReactionRates&Catalysts_Q25_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119720
CHEM_NSIV_ReactionRates&Catalysts_Q25_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,hard,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119732
CHEM_NSIV_ReactionRates&Catalysts_Q25_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,hard,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119743
CHEM_NSIV_ReactionRates&Catalysts_Q28_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119759
CHEM_NSIV_ReactionRates&Catalysts_Q28_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,hard,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119771
CHEM_NSIV_ReactionRates&Catalysts_Q28_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Reaction Rate Intro,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,hard,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119782
CHEM_NSIV_ReactionRates&Catalysts_Q31_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119797
CHEM_NSIV_ReactionRates&Catalysts_Q31_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119808
CHEM_NSIV_ReactionRates&Catalysts_Q31_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119819
CHEM_NSIV_ReactionRates&Catalysts_Q34_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119834
CHEM_NSIV_ReactionRates&Catalysts_Q34_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119846
CHEM_NSIV_ReactionRates&Catalysts_Q34_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119857
CHEM_NSIV_ReactionRates&Catalysts_Q37_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119871
CHEM_NSIV_ReactionRates&Catalysts_Q37_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),TrueFalse,Increasing temperature generally increases reaction rate by raising the fraction of collisions above \(E_a\).,"[""True"", ""False""]",True,Arrhenius: higher \(T\) → more molecules surpass activation energy.,Exactly.,Review: Arrhenius: higher \(T\) → more molecules surpass activation energy.,English,easy,"[""kinetics"", ""collision theory""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119883
CHEM_NSIV_ReactionRates&Catalysts_Q37_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts Lower \(E_a\),ShortAnswer,"Use \(Q=mc\Delta T\): \(m=100\,\text{g},\ c=4.18\,\text{J g}^{-1}\,^{\circ}\text{C}^{-1},\ \Delta T=8^{\circ}\text{C}\). Compute \(Q\) (in kJ).",[],≈ 3.34 kJ,"Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",Nice work!,"Compare with expected form. Compute \(Q=100\times4.18\times8\,\text{J}\), then divide by \(1000\).",English,easy,"[""calorimetry""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119894
CHEM_NSIV_ReactionRates&Catalysts_Q40_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory Factors,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NSIV.docx,2025-10-21T22:43:38.119909
PHYS_NSI_Measurement&Units_Q01_MCQ,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSI.docx,2025-10-21T22:43:38.120132
PHYS_NSI_Measurement&Units_Q01_TF,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSI.docx,2025-10-21T22:43:38.120157
PHYS_NSI_Measurement&Units_Q01_SA,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSI.docx,2025-10-21T22:43:38.120169
PHYS_NSI_Measurement&Units_Q04_MCQ,Physics,NS I,Unit: Measurement & Units,Speed & Average Speed,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSI.docx,2025-10-21T22:43:38.120187
PHYS_NSI_Measurement&Units_Q04_TF,Physics,NS I,Unit: Measurement & Units,Speed & Average Speed,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSI.docx,2025-10-21T22:43:38.120199
PHYS_NSI_Measurement&Units_Q04_SA,Physics,NS I,Unit: Measurement & Units,Speed & Average Speed,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSI.docx,2025-10-21T22:43:38.120210
PHYS_NSI_Measurement&Units_Q07_MCQ,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSI.docx,2025-10-21T22:43:38.120226
PHYS_NSI_Measurement&Units_Q07_TF,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSI.docx,2025-10-21T22:43:38.120238
PHYS_NSI_Measurement&Units_Q07_SA,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSI.docx,2025-10-21T22:43:38.120250
PHYS_NSI_Measurement&Units_Q10_MCQ,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSI.docx,2025-10-21T22:43:38.120265
PHYS_NSI_Measurement&Units_Q10_TF,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSI.docx,2025-10-21T22:43:38.120278
PHYS_NSI_Measurement&Units_Q10_SA,Physics,NS I,Unit: Measurement & Units,Measuring Mass & Volume,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSI.docx,2025-10-21T22:43:38.120289
PHYS_NSI_Measurement&Units_Q13_MCQ,Physics,NS I,Unit: Measurement & Units,Speed & Average Speed,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""circuits""]",Physics - NSI.docx,2025-10-21T22:43:38.120305
PHYS_NSI_Measurement&Units_Q13_TF,Physics,NS I,Unit: Measurement & Units,Speed & Average Speed,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,medium,"[""refraction"", ""optics""]",Physics - NSI.docx,2025-10-21T22:43:38.120317
PHYS_NSI_Measurement&Units_Q13_SA,Physics,NS I,Unit: Measurement & Units,Speed & Average Speed,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,medium,"[""waves""]",Physics - NSI.docx,2025-10-21T22:43:38.120329
